comment,entity_list
indiremiyorum ödeme ay durum yüzünden sinir üzerinde defalarca ödüyorum müşteri fatura düzenli mobil telefonuma gerçekten uygulama yaşadığım hizmetlerini düzeltilmezse tl hat herhangi ulaşamadım limitimi bir bozucu vodafone güncelleyemiyorum aradım ancak,['vodafone']
zor şimdi aktifleştiremeyiz ulaştırdılar sonra sim tekrar bitti diyorlar vaktini boyunca zar başlatmıyor utanmadan başvurusunu hafta aktif olacak kartımı hattınız almış oyaladılar kampanyamı kampanya olduğu hattınızı beni arayıp vodafone süresi insanların parası,"['tekrar', 'vodafone']"
iptal oluşturmak operatör sonra önce şikayet rağmen görüşme kredi aramaları aramadılar süre beklettikten geçmesine haftadan sizi arayacağız söyledim denizbank an etmelerini sağlandı deyip illaki iptali fazla kartı uzun ayrı bir gerekiyor aradım iki,['denizbank']
konuşulmuyor vodafonedan sistemi kötü ederdik çekerdi geçtim idare inanılmaz var getirdiler şebeke ciddi operatörde bile anlamda i̇nternette aralar telefonla eskiden gerçekten artık iyi problemi yapmayı sörf bir ayrılıyorum hale,['vodafonedan']
mart nolu çı operatör geldi müdürlüğü tarife değerli faturam giriş kamu civarı yaptığımda tarifesi aylık işlemlere fatura kullanıcısıyım güncel kullanmaktayım tl olarak telefonumdan paket karşıma online genel gsm emniyet gb,['emniyet']
mart ücretini üreten gündür üzerinden tam ay geçimini şekilde internet vatandaşının muhatap kesik sağlayan yapan yana i̇şini çözüm karşımda internetini internetim geçen ödediğim bulamıyorum hiçbir bugün bağlattığım tarihinden bir gün türk online sorunsuz,['türk online']
tarifemi yeniledi operatör geçmesine vodafone onay benden gün fatura bedeli i̇znim değiştiriyordum olmadan ta rağmen almadan istedi cayma,['vodafone']
ben kapattılar geldi araç ay önce dediler tekrar teknosasell size arandım aranacaksınız pahalı hattımı sürem randevu aradılar süre dönerim fiyatlar taahhüt olmadığımı araştırayım üç dedim müsait bitmesine kala trafikte bir kullandığımı gün belirttim alalı kısa te oldu,['teknosasell']
ben dir operatör i̇nternet yurtiçi gözüküyor iptalini yeni kullanıyorum istemiyorum sürprizle geçtim olurdu promosyon istiyorum gördüm fatura bilgi verilseydi ma karşılaşmak talep iyi değişimi etmedim ücretlimi sistemde yansır vodafone yaptım dah,['vodafone']
telefonumdan silip cep yapamıyorum uygulama açılmıyor nedenini bilmiyorum hiçbir hareket uygulamayı bitexen uygulamasına olmadan tekrar giriş yükle,['bitexen']
yükseltmek özelliğinin olan abonesi operatör tarife aşım normalde vodafone ekstra fatura mevcut sürekli arar kullandığım kalktığını olarak,['vodafone']
eksik yapıyor operatörleri arasında kısıtlamış sebebini bayiye müşteri ulaşamıyorum evrak durumda hattımı yönlendirme türkiyenin gerekçesiyle açıklayamıyor yetkiliye çözecek temsilcisi temsilcisine kimse bir vodafone sorunu bayiler,['vodafone']
katı fiyatlı taahhüdüm ermek tarife öncesinden uzun türk tarif sona ay telekom müşterisiyim yıllardır prime iki üzere,['ay telekom']
sabah hanım ilk faturamın döneminin çıkacağı sona kabul erdiği yalnızca sularında artışın olan teklifle fakat arandım vodafoneun taahhüdümün aylık edersem dn küsur bana hemen tlye üç mevcut tarafından indirimli bugün tl özel saat numarası,['vodafoneun']
kargolandığına operatör aralık teslim şeklinde mesajı aldım kargoist siparişim tahmini kargolandı tarihi belirtildi firmayı süreçte siparişi firması almadım dışınd firmasından aralıkta hiçbir bilgilendirme mail verdiğim dair siteden bir tarafıma aradım kargo ulaşan olmadığı,[]
yok değişikliği operatör geldi yeni sim önce şekilde aldım yarım tekrar servis fakat hala müşteri takınca hattımı kartımı görüştüm takmadan telefonuma taktım uyarısı farklı temsilcisi kullanıp hat kartı kendi bir saat yaptım h turkcell telefona kartıyla,['turkcell']
aktardı bilgilerimi whatsapp üzerinden yaptık sonra ister ücretle kadın arandım yetkili ehliyet tanıtan bilgilerini dedi tarafından misiniz kampanya hattınızı sözde olarak ist kimlik düşük taşımak bir kendini h numaradan,['kimlik']
hattımın tarife taahhüdü şimdi sona önerilen dan başlıyor civarıydı kadar erdi kullandığım gblık tl paket teklif vodafone sadece gb,['vodafone']
konuşması önerilmiyor tarife şeklinde başvuru internet olmuş belir şubeden yardımcı olan müşteri ancak hattı yapılabiliyor bana tarzda yazan tarifem olmuyor farklı lira işlem devretmek istiyordum vodafoneda sayfasında bir değil hizmetleri iki uygun,['vodafoneda']
tarifepaketinizde bağlanmak internet bağlantı verdiğiniz ek onay ücretlendirilir durumda sağlanır paketiniz hattınız internete tlye kadar kblik kullanımınız tl olarak tllik bulunmadığı h yapamıyorsunuz olmadığı uzeresiniz kullanımı,[]
hattımın yüksek severek taahhüdü istemiyorum istedim yıllardır olmuyorsunuz yardımcı şikayetimi iletmek son buradan operatöre tari tarifeler yerden çıkan mevcut halde kullandığım geçmek olarak yazdığım uygulamasında başka uzun yıllık bitiyor ısrarla turkcell fiyatlı karışıma,['turkcell']
attığım bekliyorum zor operatör değiştirdiğim email blokesi üzerinden sim konuldu olmamalı kaldırmak müşteri blokesini yine düşmüyor dönüş kadar kart hizmetlerini sürekli halde evrakları olarak hat herhangi hesabıma bir aradığımda sağlanmadı gereken,[]
ben mecral avı üyeliği aksi ediyorum onay gerekli i̇adesini yansıdı talep halde tl olarak faturama istemediğim vodafone vermediğim gb takdirde,"['mecral avı', 'vodafone']"
ben operatör internet arasında benim arama bağlanmadı sıradasınız taahhüdümün müşteri budur dolduğunu olduğunu söyleyen bana kendim geçmesine yapıldı hiçbir bekleyenler deyip temsilcisine harcadı bir saat numara bilmiyorum ancak hangi aradığımda rağmen kontörlerimi,[]
operatör mağduriyet dün aramamız ses gelebileceği gelmedi müşteri ulaşamıyorum canlı geç doğrudan yardım karşımda mağazaya merkezi kontörün bi̇m hizmetlerine söylendi gerektiği edecek bulunmuyor durumdan bimcell kontörüm bir gittiğimde yükleme marketten yaptım kaydı ancak çıkıyor dolayı,['bimcell']
olmadığını fahiş bittiği politikasıdır yenilediler olan fiyatı fiyat son çıkarılması zorla adsl ttnet kullanıcısıyım güncel belirtip tlden tlye ka geçirttiler tl taahhüdüm paket tarifeye başka düşük bir faturamı numaralı,['adsl ttnet']
yüksek operatör i̇nternet başvuru almak sonradan fiyat söylediler aradıklarında istiyoruz operatörlerinde verdiler telekom verilmesini vermediklerini istediğimde başka türk yaptım şirketleştiğini,[]
operatör içerisinde şimdi gösterildi reddedildi sonra neredeyse üye aldım yapmam yatırımım değişti iban yatırım sene adresi çözülmüştü numaram geçen bunu tarafından mesajını mail attım bir saat gün yaptım yaşamıştım ondan iki oldu,[]
operatör yakında şehrin merhaba kullanıyorum bitiremiyorum karşılığında değişti verim bile ödüyorum alamıyorum fatura limitlerimi internetim ödediğim problemi tutar tl ödüyor ayda telefonumdan hattını çekmiyor olmama vodafone merkezinde yaşıyorum sinyal ancak rağmen,['vodafone']
market eskiçeşme ben ettim koyarım metaltex yapılmaması sanal akşam şubesine konusu migros beğenmediğim para gerçekleştirdiğim alışverişinin bıçak işleme iadesi bayan tarihinde ardından i̇adeyi geçmesine iade setini li gün iç alan rağmen,"['yapılmaması', 'akşam', 'migros']"
izlediğimi limitsiz prime fotoğrafta müşteri reklam olduğunu ekte sosyal özgür düşmüştür youtubecom arkadaş göründüğü paketimden telekom temsilcisi paketinde iletse videoda kendi düşünmüyo bir türk izlenimlerim kaynaklı mb dakikalık internetimden düşmektedir,"['youtubecom', 'telekom']"
telefonumdan bağlanamıyorum operatör kaldıramıyorum müşteri vodafone blokesi ayarı kart hiçbir değişikliğinden sim hizmetlerine oldu blokeyi dolayı,"['vodafone blokesi', 'hizmetlerine']"
yok operatör sıkıntılı sıkıntı kapayın veren gidince bağlanmıyor duracak şekli bile vatandaşa soracağız hattı kurum sorun kere soru açmıyor önünde ulaşım tamamen çözemeyen kimse bir yeri açan aradım dakikalık,[]
kullanacak operatör dikkat içerisinde intern dakika kimseye ancak internetimi kullanıcısıyım gerçekleştirmediğim hemen internetim kullanılmış hiçbir halde işlem olarak telefonumdan ulaşamadım durduk bir etmeme yapmadım yere aradım turkcell turkcelli gb rağmen gözüktü güncellemeindirme,['turkcell turkcelli']
kampanyalarını ettim turkcellden bilgilerimi üzerinden aranmam internet geçiş telekoma kabul olan sonr arandım gördüm kampanyayı vergiler içeren bulundum tarihinde tlye talepte telefondan verdikten ayda kimlik dahil türk gb numaralı uygun,"['turkcellden', 'telekoma', 'türk gb']"
yaklaşım operatör mek şirketleriyle birinci dakika ürünler kurumsal ayrıca düşünüyorum edilen bile olsanız net gönderilmiyor dönüş denetim göremedim alamadım gerektiğini şirketin geri kapatılması anlaşmalılar herhangi alışverişe sipariş bir sırada online bekletiliyorsunuz,[]
arama operatörünü kapatmak numaralı defasında vodafone tamamlandığ dışı hattımı arıyorum aranmalara işlemin yurt,['vodafone']
iptal yok operatör kendine olmuş bağlantı aldım cihaz yenilenmiş çalışıyorum fakat ek müşteri türlü fatura yine bağlanamıyorum üstüne kuramıyorum deniyorum konuşaca hizmetlerine olarak hizmetleri arayıp konuşmaya kendi bir vodafone online ancak,['vodafone']
red avantajlarıyla tane geçiş yanımda görünmüyor ediyorum tarifesine ayrıcalıklarında rica ilgili bilgi sorunun çözülmesini ayrıcalıkl ayrıcalıklarımda tarihinde hakkım üç hiçbir lütfen marka bulunmuyor uygulamasında olmasına vodafone yaptım rağmen,"['red avantajlarıyla', 'vodafone']"
operatör alıyorum gönderilen sonra önce gerçekleştiremiyorum giriş ödememin ediyorum şubesinde son yapamıyorum bulunamamıştır sorunun çözülmesini yaptıktan güncelleme mobil talep cep uyarısı kart hiçbir tarafından uygulamasına işlem an anda bir günü halkbank telefonu,['halkbank']
ben sonraki yılbaşından ayında zaman paketini kullanıyorum faturam sonra çıktı geçiş fark değişeceği telsiz fiyat aylık aradaki ocak yaptığım bana operatörden sürpriz tlye ağustos tl hatta bundan söylenmedi diğer yaptım bedeliymiş gb kullanımı mega,[]
değişikliği operatör blokesi bittiği gönderdiler sim önce den atm sonradan hesabımda kaldırmak çıkmadan yaptığımdan bloke k saçmalığı yurt yuttu bankamatiğe süre kartımı dışındayım kart oluştu taahhüdüm adrese bir gittiğimde ziraat bankası sadece bankasının,['ziraat bankası']
saha internet türksat var görevlileri ekip tv defalarca bulunduğum merkeze kullanabiliyoruz bakıldı bakacak telefondaki tarihinde gelen bıraktım kadar arızayı aramama halde tvye bugün sorumsuz arıza evde kablo başka soran saat gün kaydı te rağmen,"['saha internet', 'türksat']"
yavaş hız operatör interneti i̇nternetten paylaştığım çoğunlukla devirde süreli çalışıyorum yapmaya mbps nedir alabiliyorum kullanıcısıyım kullanmak internetim görebileceğiniz aralıklı olarak iş telefonumdan redbox başka zorun vodafone kbps kısa ancak resimde,"['redbox', 'vodafone']"
manisa kale hanım operatör gittik merhaba yalın sona arasında sim geçiş yardımcı olan tarifesine gerçekleştirdik eşimin erecek tarihinde s birlikte bize i̇ç değişimi aldık bizler işlemini bayisine saat vodafone kartımızı,"['sona', 'vodafone']"
operatör tarife aksi medya numaramı haftalık istiyorum kesti fatura kullanım gerekli yine taşıdım hafta geçince çözüm sosyal başvuracağım mercilere halde idi tl sağlanmaması durumun başka bir operatörüne düzeltilmesi kullandım turkcell numaralı,['turkcell']
iptal artışında sabah bildim dün faturam durduran etmek olmuş olan istiyorum fiyat taahhütlü civarında bağlana fatura geç nedir böyle faturasıza tarifem sizi faturalı bugün tl itibariyle arayıp düz bir saat vodafone bitmiş yapsaydınız ancak itibarıyla,['vodafone']
süreceği gerçekleştirdim gündür kaldırılmasını önce yaparak şekilde sim giriş aldım yükledim para blokenin yaptığımda birçok sorun belirtildi uyarısı hiçbir blokelidir i̇ki kartınız işlem bugün anlık olarak istediğimde iş hesabıma bir gün günü yaşamadım tosla ancak iki,[]
size temsilciniz bile doğrudan dua müşteri artık k vodafone yetmez zaten telefonu bağlanabiliyorken zahmetinde mi dinleme bulunmadan binbir,['vodafone']
üstük operatör ücreti vergimi yöntemleri telekomdan kaçırma tekrar geçiş kesinti iadesini para telsiz operatörde aylık yine kullanım veri denildi mi değiştiriyorum üstüne ödediğimi alıp halde iade yaptığınız yaparsa sağlayacağız diğer belirttiğim vodafone türk peki edildi hayır,['vodafone']
operatör gündür etmek şekilde yardımcı kaldım gelmedi kartım müşteri olmuyorlar yetkili devam fatura operatöre ödenmesi temsilcileri iletişim değişimi kuramıyorum hiçbir ücretinin kimse diğer gerekiyor vodafone ödeyeceğim yüzden zorunda,['vodafone']
allah verdiği veriyor yıllardır geçiş yakışmıyor genelde operatörde kalitesine nedir vs hediyeleri operatörden salla aşkına gelen koskoca hizmete iyi saatlik şartları kazandan turkcellin turkcelle kısıtlaması hediye diğer saat yaptım turkcell gb,"['turkcellin', 'turkcell gb']"
operatör sonlandırdı yeni dakika önce aldım mesaj olan işlemi yaptırdım belirten vermeyi telefon geleceğini numaramın aktif olacak belirtilen hizmet haziran taşınmış mevcut haziranda bugün hat taşıma saatten saat bir vodafone ancak hale,['vodafone']
kaldığını paketlerini fahiş kontrol yeni ait ay telekoma satmaya göstererek arandım defalarca gördüm olduğunu bana telefondaki tarihinde ettiğimde kampanya indirimli taahhüdünü çalıştı paketimin bitmesine kişi bir türk numaradan fiyatlı henüz,['ay telekoma']
operatör bilgileriniz u gönderilen yeni geçtim giriş poco kullanırken eski yapamıyorum bulunamamıştır değiştirdim yapmak bankacılığı mobil kullanıyordum pro telefonuma cep ye iphone tarafından uygulamayı telefonumu istediğimde indirdim telefonumda x halkbank g telefonu,"['yapmak bankacılığı', 'x halkbank']"
bekliyorum yok anlamadım operatör gönderdiler durumu veren gitmiyor oldu istiyorum hala müşteri cevap türlü giden ayrılmak kadar konuşuyor hizmetlerini sürekli diyor geri beklemem gönderdim besten formu gerekiyor bir gün form dolu arıyorum ancak kutusu,[]
oluşturduğum yazd operatör kripto üzerinden zaman gözüküyor i̇şlem işleniyor betrollerdan para canlı çekim sorun civarlarında üstüne gerçekleşmedi çözülmedi geçmesine yazısını şubat talebim mail bekleniyor attım saat tıkladığım onayı ancak görüyorum desteğe rağmen onaylandı,['betrollerdan']
çalmasına aradığım operatör salı sistemi ödeme ait detayı müşteri cevap türlü alamıyorum bilgi ara sık bimcelle mobil çağrı amaçlı merkezi işleminin haziran itirazı yanıt harcama yetkilisi bimcell uzun bir vermiyor günü hizmetleri rağmen numaralı,"['sistemi', 'bimcelle', 'bimcell']"
kargoyla gündür dağıtıma mesajı modoko sonra şubesine aldım mesaj fakat aldıktan çıkmıştır gelecekti hemen kargonuz geldiğine kargom dair aras,[]
iptal operatör kötü sorunla yanımda adam hala ilgilenmedi fatura dolunca operatörden edeceğim bedeli dalga düzeltilmezse tl geçiyorlar taahhüdüm uygulamasında ücretsiz yanıltmak kimse yazmasına vodafone rağmen bildiğin istenen,['vodafone']
bankanın ben yapmamı şeyler gelmiyor bağlanmaya telekomdan secure geçtim a değişti kaldı müşteri yazdım operatörüm bana numaram yakin uygulamadan desteğine d aynı söyledi olmadı buraya doğrulama bir vodafone türk online ödemelerde kodu sadece çalıştım zamanda,"['telekomdan', 'vodafone türk']"
paketini enfes yeni medya sonra prime geçiş geçtim yardımcı olan defalarca müşteri içinde operatöre bitirdiler yapacağım internetimi çıkmadı sosyal kullanmaktayım sınırsız görüştüm müşt tarifesiymiş telekom temsilcisi olmaz sözde altı bundan kimse başka gün türk işim ancak gb,['telekom']
ben taşımış telefonda operatör açıkçası yeni sim görünmüyor yaşadım tik hattımı oldum gör halihazirda bulundum böyle gel gayet pişman netgsm dönüp duruyor hiçbir alakaları güzel değiştiğime i̇lgi kartı bir çözülür bilmiyorum i̇lk sinyal,[]
bulunmamaktadır operatör bankaya gündür şeklinde söylüyor bizimle alıyorum gönderilen müşterisiyim hesap gittim sorun olduğunu yaklaşık mobil cep çözemediler tarafından uygulamaya giremiyorum bir vodafone bilginiz sorunu halkbank uyarı ancak telefonu numaralı,"['mobil cep', 'vodafone', 'halkbank']"
yapılmadı ben yok operatör sistem sonra şekilde numaramı müşteri beklememe hattı arayın yaklaşık kullanıcısıyım bayi dönüş değiştiremiyorum haftadır hizmetlerini sürekli hiçbir aramama telekom geri an olarak bekleyin saat türk tarafıma rağmen,[]
denedim seyrederken geçmeyi millenicom modemi verime internet iletişime olan internetten yaramadı mil müşteri saatlerinde işe ulaşabilmek açıp sonrasında heyecanlı mobil film hizmetlerine koptu anda bir bağlanıp kapattım öğle bağlantım hizmetleri sağlayıcım,['millenicom']
taşındı operatör geldi voda benim sim numaramı kullandığı yaşıyoruz ilde annem kapandığı ilgili taşıdım sorun vodafonea numaram gelen gönderdiğim anneme kart farklı olduğu gönderdim başarıyla ayrı kartı bir annemin numarasıyla ancak,['vodafonea']
geçebileceğim taahhüdüm tarihinde uygulamasında annem yanımda bitiyor tarifeler ancak vodafone tarif bitmeden vardı benim şubat önce,['vodafone']
kazanç operatör faturam ay düşünüyorum iken birdenbire etmeye yükseltildi onay fatura elde aranmadım vermedim normalde tarifem artışı şirketin tarafından çalıştığını tl almadan haber artış onayım haksız vermeden dışında müşterilere oldu,[]
red taahhüdüm tarifeye tarihinde fiyatı başka ödüyorum bitiyor geçmezsem vodafone baz fatura paketi üzerind tl civarı,['vodafone baz fatura paketi']
eder alay verdi açmadı sonuçta tam dakika hanımefendi sonra almak yardımcı sonunda buyurun değiller cevap yerde üslupla aktarım randevu asla bekledim problem insanlarda yaptığı çözücü yaşlı orada olmadı olmak va olmama sırada i̇lk açan arıyor rağmen,[]
değişikliği operatör ceza sona iptalini istiyorum olur giderilip gönderilmiş küsur cayma tarihinde tarifem bedeli bugün tl tarifemin mağduriyetimin bitmesine kala vodafone gün eriyordu yaptım tarafıma cezanın,['vodafone']
iptal kapandı turkcellden cihaza şeklinde telefonu sim açılacaktır aldım mesaj fiziki hattı geçeli kullanıma bana operatörden tarihinde hattınız başla taktım kart farklı verdiler yeniden bugün turkcelle operatörün diğer kartı bir gün oldu,"['turkcellden', 'turkcelle']"
sordum internet telekomdan dediler aldım yanıtını taahhüdümün söylediler aboneliği digiturk aradılar gerçekten vereceklerini evet şubat telefondan beni bittiğini sabahı liraya arıyorsunuz arıyoruz türk ısrarla numaralı,"['internet telekomdan', 'digiturk', 'ısrarla']"
hayatımda oysaki hücresel ilk ay önce geçtim bile evimde alamıyorum i̇stanbulda veri telefon sorun görüşmelerini gerçekleştiremiyor memnun i̇stanbulun zayıflığı kullanamıyorum kalmadım merkezinde değil yaşıyorum sinyal turkcell sadece iki hattına,['turkcell']
operatör haline dakika ay düşmeye veriyorlar müşteri son pahalı hafta başladı giderek yapıp haftadır geldiler altı konuşamıyorsunuz hediye numaralarını aradığınızda hediyelerin yıllarda bir temsilcisiyle zam i̇letişim sorumsuz kalitesi,[]
karşılaşıyorum operatör çözmüyor müşteriyi oldukça müşteri türlü uğraşmak sorunumu zorlanıyorum saatte arayarak bağlanamıyorum aramaktayım konuşabiliyor bilgisayar hizmetlerini olarak temsilcisine durumdan istediği bir vodafone kaydı kayıtlarıyla fak dolayı,['vodafone']
faturalarım tarife merhaba ayında üzerinden aylardaki yıl internet arasında geliyordu dk sms yoktu vermem hattımı isteniyordu sorun mobil taahhüt uygulama ağustos lira geçirdim telekom faturalı olarak hatta bir türk önceki gb belirtiliyordu,['telekom']
ben şimdi baktığımda üzerinden paketini önce sözleşme sundu kalmış sürem bekledim bana taahhüt uygulama sef uygulamaya paketi yi olduğu tl yenileme aynı dolmak maxi yıllık bitimine gün turkcell üzereyken gb süreme,"['uygulamaya', 'turkcell']"
zorlamak operatör gündür telekomun fahiş şekilde numaramı tarifelerini sanırım yapılabiliyor taşıdım satın üzerine müşterisi bimcelle yapması insanları ye hiçbir olmalarına aynı tl almaya tarifelerine paket yıllık yüklemesi olmama türk zam alınabiliyor rağmen,"['telekomun', 'bimcelle']"
ben deniyor istemiyorum çözümsüz smsleri almak kodlu vodafoneun ilettim müşteri bulunan kalması birçok istemediğimi içeren b kullanıcısıyım çözüm konuda hiçbir kodlar hizmetlerine bulamıyorlar tamam vodafone türkiyede ancak sadece smsler yukarıda,"['vodafoneun', 'vodafone']"
gündür mümkün hattın duruyoruz açılmasını telekoma bekleyip hala gerçekleştirdik işlemi müşteri ulaşmak kullanıma aktif dönüş durumdayız gönderiyoruz olmuyor bekliyoruz olmadan hizmetlerine eposta hat taşıma herhangi bir türk açılmadı ancak beklemekteyiz mağdur edildi,[]
uygulamanızda paketimin yazıyordu paket bulamadım tarife yaptığımda opera bir vodafone araştırması uygun operatörünüzden yeni kasımda biteceği,['vodafone']
operatör gönderilen giriş nedenle müşteri bulunamamıştır çalışmıyor sorun abonesiyim yapmak uygulaması mobil çözülmedi cep netgsm hizmetlerini tarafından aramama uygulamaya diyor istediğimde kullanamıyorum mağduriyetimin bilginiz halkbank uygulamasını g rağmen telefonu,"['uygulaması', 'cep netgsm hizmetlerini', 'halkbank']"
ettim değişikliği önerilmiyor tarife değerlendirmeyi tercih ay yanımda ısrar gereği son müşteri devam aranarak bana önceden etmesi taahhüt kadar hiçbir taahhüdümü temsilcisi an açtığımda görüştüğüm kala anlaşmam gününe bitimine gün uygulamasını gereken edildi,[]
operatör zaten kötü robotla siliy yardımcı kesinlikle yanlışlıkla utanmadan kullanıyor asla yardım siparişi hemen ibare saniyesinde merkezi yemeksepeti uygulama olmuyor ulaşmama an itibariyle verip yardıma iptali konuşuyoruz kendi ilgileniyorum bir sağlanmadı rağmen siparişimle,[]
karşılaşıyorum operatör vodafonedan gönderilen sorunumun giriş ediyorum bulamadım fakat yapamıyorum bulunamamıştır çözülmesini çözüm talep banka görüştüm acilen cep sürekli tarafından hatası uygulamasına bir bilginiz halkbank telefonu dolayı,"['vodafonedan', 'sürekli tarafından hatası', 'halkbank']"
ben sona geçiş yanımda olan taahhütlü işlemiş ocak operatöre tarihi böyle yapmışım kaydım farklı faturalı mazeret tl üyeliğim olarak hat vodafoneda öncesinden bir gün yaptım eriyordu vardı vodafone faturamı ancak iki itibarıyla,"['vodafoneda', 'vodafone']"
operatör herkesle zaman adı şahsi altında getiriyor bilgilerimiz şirketleri süresinin açık paylaşılıyor ara telefon numaralarımız tehlikeye taahhüt bilgileri telekom paylaşıp müşterisini bilen aynı biteceğini diğer bir türk süremi operatörlerle hale zamanda,['telekom']
hız gerçek beri baktığımda paketini kullanıyorum ay internet neredeyse kotasız benim bile son yapılıyor mbpse mbps başlıyor nisandan bana üstüne sitenize tlden kadar ödediğim verilmeden tutar tl haber faturama müşte zam paketim girip,[]
sağlayabilirsiniz değişikliği operatör gitmeme zaman zaten sorunla sms istiyorum su ilgili kaldırın yaptığım güvenlik çözüm bana numarayı arayarak yakin söyleniyor bunu gerektiğini düştüğüm söylüyorlar atamadıkları yazıyorsunuz atmye bende merkezine ancak değiştirmek,[]
operatör yakindir kullanıyorum kötü itibari düşünüyorum katiyen kimseye müşteri ulaşamıyorum araştırması yıla yaklaşık böyle kullanılmasını tavsiye birlikte yapıp telekom bugün hizmetlerine taşımayı hat numaralarını hatlarımın bir türk etmeyeceği olamaz turkcell,"['telekom', 'turkcell']"
cemil operatör acil zorundayım zaman dr ediyorum almak pr olan kesinlikle veriliyor ulaşamıyorum rica durumda bilgi görüşülemiyor ilginizi sorun hastanesine birimden yapacağız taşçıoğlu iletisim devamlı uzakta bir numarası olduğum,[]
sonrasında taşıma tarihinde dair başvurdum aralık numara online oluşturuldu hattımı randevu getireceğine turkcelle olarak kuryenin,['turkcelle']
yüksek operatörünü uyguluyor müşterilerine eski tarife fiyat geçkindir operatör tarifesi vodafone adaletsiz yılı kullanıyorum gsm değişti,['vodafone']
bulunmamaktadır gerçekleştirdim btk operatör zaten iletişime yazıyor üzerinde eski hala yaptığımda geçtiğimde işlemi sorunun operatöre kayıtlı edevlet mobil hattınız söyleniyor dahi devir telekom sorgulama olduğu hat uygulamasında kendi türk kaynaklı,"['btk', 'edevlet', 'telekom']"
bozan başvuru tar temsilcisinin geçiş önerisiyle geçebileceğim tarifesine müşteri tarifeleri bayisinden bana operatörden mobil liste ağustos halinde telekom temsilcisi ezber başka şirinevlerde bir oradaki türk yaptım gösterdi bulunan te hattına,"['tar', 'telekom']"
uzantıya sıra destek zaten çalışanı giriş unuttum adresimi istiyorum posta eski müşteri yapamıyorum unuttuğum benden gerekli telefonla yeterli istiyor olmadığı bunu sürekli yaptığımı epostamı hesabıma gittiğimde bilmiyorum e hizmetleri hangi platformundan,['e hizmetleri']
mart bankanın ettim parapuan kullanılabileceği ilk üzerinden talimatı ödeme kontrol internet qnb mayıs verildiğinde sitesi puanların haftası kazandıran katıldım geçti değerinde mobil öncesi otomatik ayının tarihlerinde kampanyaya an tl hesabıma bir katılım,['qnb']
iptal sürede merkezinden full ödemeye türksat çalışıyorum müşteri çıkıyoruz fatura edeceğiz başarısız karşıyakada kullanıcısıyım dışarı çağrı çekerken sürekli d evden hatlarımızı telekom hizmetleri ailecek çekmiyor diğer oturuyorum türk i̇zmir kısa sonuç operatörler,"['türksat', 'telekom', 'türk i̇zmir']"
operatör alıyorum gönderilen sonra önce gerçekleştiremiyorum giriş ediyorum şubesinde yapamıyorum bulunamamıştır sorunun çözülmesini yaptıktan güncelleme mobil talep cep uyarısı hiçbir tarafından uygulamasına işlem an anda bir halkbank telefonu,"['talep', 'halkbank']"
ettiler şimdi yeni ifade geçiş yapmam yapılacağını paketimi yenilemem tv taahhüdümün söylediler onay cihazlı olduğunu arayarak bana tarihinde bitmek verdim gerektiğini yeniden kampanya üzere paketinin superonline belirtti pakete ancak sadece,['superonline']
çerçevesinde dönme gücünün görüşmemizin odaklı şebeke operatörde eski müşteri operatöre çekim elde olması çözüm ası edemeyişimiz olmam olmaması yaşanılan problemi şirket isteğimiz hizmetleri çalışanlarının büyük sonuç nezaket çoğunluğunun kalitesiz,[]
iptal yok yoluyla değişikliği operatör isteyen yansıtmış gideceğim yıllardır kabul arama sms civarında buradan hattımı açtırma mi kere yapmak böyle bunu edip hiçbir bilgilendirme kullandığım iki tl olabilir hat faturama varsa bir vodafone değişikliğine düş etmiyorum parası,['vodafone']
interneti üyelerinin operatör operatörleri kullana sıkıntı imkansız bağlanmak neredeyse olan yerlerde aile bile konuşmak kocaeli birlikte gölcük internete yaşarken cep mahallesi ev çekmiyor balıkesir başka merkez diğer plevne vodafone olanlar benimle telefonu,['vodafone']
açtık verdi mağazasından kirli anlattığımda yarayacağını kutusunu ürünün benim aldım bauhaus kuyusunun su sorunumu apartmanımın satın basması bana arızalanmıştı nedeniyle görevliye pompası asansör işime güven çözebilmek dalgıç söyleyerek sorunu te danışarak,[]
iptal ikinci basit mesajı benim hizmeti durumu yanımda ediyor bile düzeltmesi kullanıyor onay benden hattımı kızım isteniyor istediğimiz uygulamasından göndermediğimi edip iddia işlem vodafon yapıyorum tamam göndermem vodafone yapacağı e mesela yazıp,"['vodafon', 'vodafone']"
lezzet geliyor sipariş dürüm olmasına patates yetmiyor menüde kızartması gelmiyor kötü paketi te rağmen verdiğim sostan ıslanmışt,[]
tarafımdan belirtilmiş çevirdim kendine ayki bed bittiği numaramı rağmen hattan taahhüdümün bedel bana yansıtılmayacağı gerekçesiyle çıkartan faturamda tlye faturasız faturalı tl hatta tllik vodafoneda hat herhangi açma kendi bir olmasına faturamı sormadan geçerken,['vodafoneda']
hastanesi yok şeklinde üzerinden olacağız cd muayene mr nabız çekilen operatördeki ulaşamıyorum çalışanlar doktorlara süre görüntülerine defalardır nedeniyle tomografi duruyor alıp vermediler başka uzun bakmıyor annemin e açan üniversite arıyorum telefona çalıp,[]
